request_id,loan_amnt,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,verification_status,purpose,dti,delinq_2yrs,fico_range_low,revol_util,loan_status,timestamp
REQ-00166,8300,36 months,8.95,257.99,B,4 years,MORTGAGE,73406.0,Source Verified,debt_consolidation,17.46,0,751,,Fully Paid,2026-03-28 05:00:00
REQ-00167,16200,36 months,20.39,597.03,E,6 years,RENT,45425.0,Source Verified,debt_consolidation,10.57,0,659,65.53,Charged Off,2026-03-17 21:00:00
REQ-00168,6400,36 months,12.47,207.93,C,,OWN,50783.0,Verified,debt_consolidation,28.76,0,694,31.37,Fully Paid,2026-04-04 18:00:00
REQ-00169,6100,36 months,9.94,196.66,B,< 1 year,MORTGAGE,37300.0,Verified,credit_card,27.26,1,724,33.2,Fully Paid,2026-03-06 05:00:00
REQ-00170,6200,36 months,14.2,211.0,C,5 years,MORTGAGE,14883.0,Source Verified,debt_consolidation,16.64,0,706,27.37,Fully Paid,2026-03-13 09:00:00
REQ-00171,13400,36 months,12.21,443.22,B,10+ years,MORTGAGE,260262.0,Verified,debt_consolidation,8.1,2,710,36.17,Fully Paid,2026-03-15 13:00:00
REQ-00172,6900,36 months,19.07,237.74,C,8 years,MORTGAGE,18931.0,Verified,debt_consolidation,26.9,0,705,105.1,Fully Paid,2026-05-07 00:00:00
REQ-00173,7300,36 months,25.02,275.1,E,10+ years,MORTGAGE,39250.0,Not Verified,home_improvement,15.21,0,669,37.33,Fully Paid,2026-04-29 09:00:00
REQ-00174,19000,60 months,25.9,523.68,E,10+ years,MORTGAGE,29250.0,Source Verified,debt_consolidation,22.08,1,682,87.43,Fully Paid,2026-05-03 23:00:00
REQ-00175,12900,60 months,17.79,308.86,E,1 year,MORTGAGE,42462.0,Verified,credit_card,19.21,1,705,49.83,Fully Paid,2026-04-09 21:00:00
REQ-00176,10100,36 months,16.82,339.43,C,10+ years,MORTGAGE,30333.0,Not Verified,debt_consolidation,17.16,0,703,75.03,Fully Paid,2026-05-01 07:00:00
REQ-00177,36000,36 months,7.06,1104.35,A,10+ years,RENT,57673.0,Source Verified,debt_consolidation,9.23,1,742,60.87,Fully Paid,2026-03-11 01:00:00
REQ-00178,6700,36 months,14.73,215.34,C,4 years,RENT,51300.0,Not Verified,credit_card,12.54,1,738,98.57,Charged Off,2026-05-12 12:00:00
REQ-00179,23900,36 months,15.54,800.0,B,< 1 year,MORTGAGE,34562.0,Source Verified,debt_consolidation,7.77,0,732,44.6,Fully Paid,2026-04-14 04:00:00
REQ-00180,10600,36 months,24.1,386.41,D,5 years,OWN,16650.0,Not Verified,debt_consolidation,29.12,0,672,103.73,Charged Off,2026-05-19 13:00:00
REQ-00181,10200,60 months,11.66,222.59,B,10+ years,MORTGAGE,48958.0,Verified,home_improvement,23.19,0,729,31.37,Fully Paid,2026-03-10 08:00:00
REQ-00182,21000,36 months,9.91,652.36,A,3 years,MORTGAGE,55452.0,Not Verified,credit_card,16.33,0,749,29.53,Fully Paid,2026-04-11 05:00:00
REQ-00183,19200,36 months,11.18,594.42,B,10+ years,RENT,27000.0,Not Verified,debt_consolidation,17.57,0,742,47.03,Fully Paid,2026-04-27 09:00:00
REQ-00184,26900,60 months,13.47,584.47,C,10+ years,MORTGAGE,124879.0,Not Verified,debt_consolidation,10.88,1,710,40.83,Fully Paid,2026-04-10 09:00:00
REQ-00185,7600,36 months,24.35,289.66,F,5 years,RENT,32250.0,Source Verified,debt_consolidation,29.64,0,673,80.23,Fully Paid,2026-04-12 15:00:00
REQ-00186,12500,36 months,9.73,398.84,B,4 years,MORTGAGE,63646.0,Source Verified,debt_consolidation,28.87,0,703,47.27,Fully Paid,2026-03-14 08:00:00
REQ-00187,11800,36 months,15.22,398.84,C,9 years,MORTGAGE,62425.0,Source Verified,debt_consolidation,17.27,0,713,20.97,Fully Paid,2026-04-01 19:00:00
REQ-00188,21600,36 months,12.8,715.37,C,< 1 year,RENT,33733.0,Verified,debt_consolidation,17.5,0,676,48.13,Fully Paid,2026-03-16 09:00:00
REQ-00189,13300,36 months,13.99,444.87,C,10+ years,RENT,80156.0,Source Verified,debt_consolidation,18.3,0,692,70.4,Fully Paid,2026-03-28 20:00:00
REQ-00190,8300,60 months,17.72,191.92,E,10+ years,MORTGAGE,36667.0,Source Verified,debt_consolidation,7.47,1,676,67.43,Fully Paid,2026-04-27 00:00:00
REQ-00191,9000,36 months,13.33,289.69,C,2 years,MORTGAGE,72860.0,Verified,debt_consolidation,35.62,0,709,80.57,Fully Paid,2026-04-24 18:00:00
REQ-00192,12800,60 months,18.26,302.9,C,9 years,RENT,47235.0,Source Verified,credit_card,11.61,0,707,30.57,Fully Paid,2026-04-24 16:00:00
REQ-00193,29400,60 months,15.6,678.01,C,8 years,RENT,105417.0,Not Verified,debt_consolidation,23.76,0,696,42.07,Charged Off,2026-03-31 08:00:00
REQ-00194,10400,60 months,18.71,237.75,C,9 years,RENT,32683.0,Source Verified,debt_consolidation,8.84,0,689,74.13,Fully Paid,2026-05-23 04:00:00
REQ-00195,25000,36 months,10.73,809.38,B,< 1 year,RENT,88908.0,Not Verified,credit_card,20.93,1,729,63.67,Fully Paid,2026-03-10 05:00:00
REQ-00196,25700,36 months,19.75,925.9,D,< 1 year,RENT,66550.0,Not Verified,credit_card,12.65,1,682,29.57,Fully Paid,2026-03-31 13:00:00
REQ-00197,6700,60 months,6.43,129.31,A,< 1 year,RENT,39754.0,Verified,credit_card,13.32,0,759,10.57,Fully Paid,2026-03-14 16:00:00
REQ-00198,25300,36 months,16.73,873.69,E,7 years,OWN,36300.0,Not Verified,debt_consolidation,25.25,0,683,60.67,Fully Paid,2026-04-05 20:00:00
REQ-00199,5400,60 months,15.21,113.97,B,10+ years,RENT,93810.0,Not Verified,debt_consolidation,28.65,0,721,61.23,Charged Off,2026-05-19 20:00:00
REQ-00200,16300,36 months,11.42,521.53,B,2 years,MORTGAGE,35658.0,Source Verified,credit_card,19.14,2,710,76.37,Charged Off,2026-04-05 10:00:00
REQ-00201,26400,60 months,23.36,675.57,E,10+ years,RENT,55021.0,Source Verified,credit_card,12.92,0,675,55.97,Fully Paid,2026-05-17 09:00:00
REQ-00202,11600,60 months,19.89,290.73,D,5 years,RENT,78475.0,Not Verified,debt_consolidation,32.75,0,671,49.13,Charged Off,2026-04-11 09:00:00
REQ-00203,8800,36 months,14.13,284.49,B,< 1 year,MORTGAGE,47500.0,Source Verified,debt_consolidation,6.69,0,718,63.63,Fully Paid,2026-04-27 23:00:00
REQ-00204,12100,36 months,9.31,372.56,A,8 years,RENT,96392.0,Not Verified,debt_consolidation,12.35,1,752,72.13,Fully Paid,2026-04-08 02:00:00
REQ-00205,11700,36 months,15.01,397.1,C,10+ years,RENT,79875.0,Not Verified,debt_consolidation,32.49,0,697,50.0,Fully Paid,2026-03-27 17:00:00
REQ-00206,25100,36 months,17.93,850.93,D,7 years,MORTGAGE,106031.0,Verified,major_purchase,28.31,0,712,80.7,Fully Paid,2026-05-10 23:00:00
REQ-00207,10500,36 months,23.25,378.28,F,,MORTGAGE,23665.0,Source Verified,credit_card,17.43,0,680,99.43,Fully Paid,2026-05-23 16:00:00
REQ-00208,20000,60 months,8.41,395.18,B,9 years,RENT,35062.0,Not Verified,credit_card,23.18,0,740,37.4,Fully Paid,2026-03-25 22:00:00
REQ-00209,11200,36 months,18.38,382.14,D,4 years,MORTGAGE,37212.0,Not Verified,credit_card,3.99,1,716,76.7,Fully Paid,2026-05-05 15:00:00
REQ-00210,4700,36 months,18.52,167.61,D,10+ years,OWN,76500.0,Verified,debt_consolidation,12.01,0,702,82.1,Charged Off,2026-03-29 17:00:00
REQ-00211,10800,60 months,34.0,349.42,G,10+ years,MORTGAGE,89000.0,Verified,credit_card,14.21,0,652,48.93,Charged Off,2026-04-28 22:00:00
REQ-00212,17800,36 months,17.27,597.78,C,6 years,OWN,76375.0,Verified,debt_consolidation,10.83,0,697,65.5,Fully Paid,2026-05-06 09:00:00
REQ-00213,29800,36 months,8.64,908.47,A,10+ years,RENT,73010.0,Verified,debt_consolidation,15.24,0,720,36.63,Fully Paid,2026-04-12 18:00:00
REQ-00214,15900,36 months,20.79,565.22,E,7 years,MORTGAGE,16583.0,Not Verified,debt_consolidation,18.09,0,677,41.23,Fully Paid,2026-04-30 22:00:00
REQ-00215,6200,36 months,18.08,219.75,D,6 years,OWN,23531.0,Source Verified,debt_consolidation,20.67,0,684,40.6,Fully Paid,2026-03-24 20:00:00
REQ-00216,11400,36 months,8.04,357.44,A,6 years,MORTGAGE,38500.0,Source Verified,debt_consolidation,22.55,1,728,22.2,Fully Paid,2026-03-02 00:00:00
REQ-00217,14300,36 months,13.83,484.1,D,7 years,MORTGAGE,116912.0,Not Verified,debt_consolidation,11.3,1,694,69.87,Fully Paid,2026-03-12 00:00:00
REQ-00218,13200,36 months,18.64,464.99,E,10+ years,RENT,66560.0,Source Verified,credit_card,40.59,1,684,33.83,Charged Off,2026-04-12 21:00:00
REQ-00219,10900,36 months,17.12,362.66,C,2 years,OWN,12350.0,Not Verified,small_business,22.22,0,715,96.87,Fully Paid,2026-05-14 00:00:00
REQ-00220,8700,36 months,18.44,314.26,D,1 year,RENT,270935.0,Verified,debt_consolidation,20.99,0,673,38.47,Fully Paid,2026-03-13 21:00:00
REQ-00221,40000,36 months,19.95,1435.08,E,10+ years,MORTGAGE,50435.0,Not Verified,debt_consolidation,16.41,0,672,57.43,Charged Off,2026-04-07 18:00:00
REQ-00222,9500,36 months,16.92,319.73,C,< 1 year,MORTGAGE,81583.0,Not Verified,small_business,11.24,0,703,34.33,Fully Paid,2026-05-02 10:00:00
REQ-00223,6900,36 months,16.05,239.36,C,8 years,RENT,174512.0,Not Verified,debt_consolidation,23.15,0,720,71.43,Fully Paid,2026-03-21 10:00:00
REQ-00224,12300,36 months,14.34,398.85,C,2 years,MORTGAGE,31083.0,Source Verified,debt_consolidation,11.31,0,709,40.63,Fully Paid,2026-05-01 06:00:00
REQ-00225,9800,60 months,15.24,226.71,C,3 years,MORTGAGE,102562.0,Not Verified,credit_card,14.17,1,710,59.0,Fully Paid,2026-03-28 09:00:00
REQ-00226,14000,36 months,12.58,439.23,A,2 years,MORTGAGE,47531.0,Not Verified,debt_consolidation,24.29,1,760,82.7,Fully Paid,2026-05-08 01:00:00
REQ-00227,6000,36 months,18.51,209.49,D,10+ years,MORTGAGE,165025.0,Verified,debt_consolidation,5.62,1,693,21.7,Fully Paid,2026-04-15 15:00:00
REQ-00228,7100,36 months,14.4,233.79,B,1 year,RENT,56262.0,Not Verified,debt_consolidation,16.9,0,695,67.0,Fully Paid,2026-04-18 03:00:00
REQ-00229,13400,36 months,14.58,455.25,D,10+ years,MORTGAGE,66412.0,Source Verified,debt_consolidation,31.68,0,683,7.43,Fully Paid,2026-03-21 20:00:00
REQ-00230,20100,36 months,9.46,620.26,A,10+ years,MORTGAGE,18723.0,Source Verified,debt_consolidation,20.96,1,772,88.03,Fully Paid,2026-04-11 21:00:00
REQ-00231,11300,36 months,16.52,372.74,C,10+ years,MORTGAGE,28500.0,Not Verified,debt_consolidation,19.98,0,729,50.27,Fully Paid,2026-05-12 11:00:00
REQ-00232,35700,60 months,11.2,779.77,C,7 years,MORTGAGE,65800.0,Verified,debt_consolidation,43.01,0,698,38.6,Charged Off,2026-03-06 17:00:00
REQ-00233,18900,36 months,17.01,632.36,D,10+ years,MORTGAGE,21856.0,Verified,small_business,13.12,0,707,84.5,Charged Off,2026-05-04 00:00:00
REQ-00234,6300,60 months,12.09,132.59,C,10+ years,RENT,27233.0,Not Verified,home_improvement,20.04,0,722,27.13,Fully Paid,2026-04-10 00:00:00
REQ-00235,16300,36 months,15.43,536.97,C,10+ years,OWN,47417.0,Verified,debt_consolidation,44.58,1,726,62.93,Fully Paid,2026-04-30 23:00:00
REQ-00236,24000,36 months,17.23,817.12,C,6 years,MORTGAGE,45185.0,Source Verified,debt_consolidation,11.23,0,712,77.67,Fully Paid,2026-04-22 13:00:00
REQ-00237,24200,36 months,32.36,1025.47,G,3 years,MORTGAGE,89942.0,Source Verified,debt_consolidation,18.72,0,650,60.33,Charged Off,2026-04-12 23:00:00
REQ-00238,13300,60 months,8.36,262.48,A,4 years,RENT,72469.0,Verified,medical,13.47,0,734,53.6,Fully Paid,2026-03-29 04:00:00
REQ-00239,10600,36 months,14.85,348.79,B,3 years,MORTGAGE,83452.0,Not Verified,debt_consolidation,13.75,0,713,78.57,Charged Off,2026-04-20 06:00:00
REQ-00240,19100,36 months,19.59,701.0,D,9 years,OWN,85188.0,Not Verified,car,17.28,0,690,33.17,Charged Off,2026-03-10 11:00:00
REQ-00241,4300,60 months,14.17,92.79,B,2 years,OWN,34338.0,Source Verified,debt_consolidation,11.83,0,715,23.47,Fully Paid,2026-04-21 10:00:00
REQ-00242,18600,36 months,7.94,578.06,A,7 years,MORTGAGE,36229.0,Not Verified,credit_card,14.44,0,724,50.47,Fully Paid,2026-03-15 06:00:00
REQ-00243,6100,36 months,19.13,213.35,D,3 years,MORTGAGE,66198.0,Not Verified,debt_consolidation,16.5,0,700,53.47,Fully Paid,2026-04-23 15:00:00
REQ-00244,12600,60 months,13.22,265.98,C,3 years,MORTGAGE,33996.0,Not Verified,debt_consolidation,15.2,0,712,37.57,Fully Paid,2026-04-25 02:00:00
REQ-00245,11400,60 months,28.36,353.99,F,,MORTGAGE,131502.0,Verified,debt_consolidation,37.58,0,631,68.07,Charged Off,2026-03-14 16:00:00
REQ-00246,24500,60 months,13.05,503.25,C,10+ years,MORTGAGE,61262.0,Source Verified,debt_consolidation,14.27,0,722,32.1,Fully Paid,2026-05-09 08:00:00
REQ-00247,6300,60 months,23.73,173.03,F,8 years,MORTGAGE,33917.0,Not Verified,debt_consolidation,13.06,1,658,57.67,Charged Off,2026-03-30 14:00:00
REQ-00248,15700,36 months,16.03,517.95,B,2 years,RENT,52569.0,Verified,debt_consolidation,29.54,0,722,50.7,Fully Paid,2026-05-04 23:00:00
REQ-00249,14300,36 months,15.35,498.17,D,10+ years,MORTGAGE,50300.0,Not Verified,home_improvement,15.11,0,687,68.0,Charged Off,2026-03-04 18:00:00
REQ-00250,8000,36 months,10.86,257.61,B,8 years,RENT,33925.0,Not Verified,debt_consolidation,20.3,0,710,40.43,Fully Paid,2026-03-18 08:00:00
REQ-00251,20300,36 months,12.54,655.41,B,9 years,RENT,64231.0,Not Verified,debt_consolidation,18.6,0,724,83.13,Fully Paid,2026-04-11 05:00:00
REQ-00252,6900,36 months,15.15,236.33,C,10+ years,MORTGAGE,111838.0,Not Verified,debt_consolidation,28.55,0,693,74.93,Fully Paid,2026-03-17 02:00:00
REQ-00253,7100,36 months,11.39,228.73,B,1 year,MORTGAGE,58031.0,Not Verified,debt_consolidation,16.13,0,706,90.7,Charged Off,2026-03-25 14:00:00
REQ-00254,12000,36 months,17.05,407.51,D,10+ years,RENT,90627.0,Not Verified,medical,16.75,1,695,52.77,Fully Paid,2026-04-21 15:00:00
REQ-00255,21600,60 months,20.26,569.39,E,< 1 year,RENT,43573.0,Not Verified,debt_consolidation,18.1,0,653,56.47,Charged Off,2026-03-10 07:00:00
REQ-00256,13800,36 months,10.03,420.01,B,< 1 year,RENT,78417.0,Source Verified,debt_consolidation,11.9,1,735,87.93,Fully Paid,2026-04-28 05:00:00
REQ-00257,8400,60 months,12.48,186.77,B,10+ years,MORTGAGE,120633.0,Not Verified,debt_consolidation,20.89,0,711,83.17,Fully Paid,2026-03-10 08:00:00
REQ-00258,22100,36 months,11.43,717.57,B,2 years,RENT,55871.0,Not Verified,debt_consolidation,14.37,0,737,31.43,Fully Paid,2026-03-19 22:00:00
REQ-00259,11300,36 months,15.78,376.83,D,10+ years,MORTGAGE,34508.0,Verified,debt_consolidation,16.18,0,676,90.77,Fully Paid,2026-04-22 20:00:00
REQ-00260,5000,36 months,12.52,156.73,B,10+ years,RENT,28275.0,Source Verified,credit_card,24.41,1,736,60.3,Fully Paid,2026-05-07 01:00:00
REQ-00261,5400,60 months,7.88,106.62,A,10+ years,MORTGAGE,29612.0,Verified,debt_consolidation,21.79,0,751,36.33,Fully Paid,2026-03-19 08:00:00
REQ-00262,2700,60 months,16.62,64.4,D,4 years,RENT,26812.0,Not Verified,home_improvement,28.31,0,690,90.8,Fully Paid,2026-03-28 04:00:00
REQ-00263,12900,36 months,21.29,452.19,D,10+ years,RENT,33531.0,Not Verified,debt_consolidation,8.08,2,695,80.63,Fully Paid,2026-05-24 00:00:00
REQ-00264,18000,36 months,18.64,607.71,D,10+ years,OWN,79858.0,Source Verified,debt_consolidation,34.22,0,702,81.63,Charged Off,2026-05-21 16:00:00
REQ-00265,5500,60 months,12.85,116.45,C,10+ years,RENT,29488.0,Source Verified,debt_consolidation,14.05,0,720,33.6,Fully Paid,2026-04-17 11:00:00
REQ-00266,13900,60 months,12.0,291.93,C,1 year,MORTGAGE,81252.0,Source Verified,credit_card,30.94,0,704,42.53,Fully Paid,2026-04-11 04:00:00
REQ-00267,5000,36 months,20.74,182.62,D,1 year,RENT,164175.0,Verified,debt_consolidation,9.21,0,713,52.67,Fully Paid,2026-04-03 19:00:00
REQ-00268,5700,36 months,12.74,181.9,B,4 years,MORTGAGE,44075.0,Source Verified,debt_consolidation,35.91,0,721,92.57,Charged Off,2026-04-20 22:00:00
REQ-00269,14000,60 months,15.14,308.88,C,10+ years,RENT,94983.0,Verified,debt_consolidation,15.94,0,713,70.07,Fully Paid,2026-04-26 21:00:00
REQ-00270,15300,36 months,15.92,526.04,D,5 years,RENT,57938.0,Source Verified,debt_consolidation,12.25,0,700,61.6,Fully Paid,2026-03-24 03:00:00
REQ-00271,21100,36 months,6.28,644.58,A,7 years,RENT,65400.0,Source Verified,debt_consolidation,20.51,0,745,44.2,Fully Paid,2026-03-04 21:00:00
REQ-00272,11300,36 months,11.4,369.41,B,10+ years,RENT,37502.0,Source Verified,debt_consolidation,50.0,0,715,72.37,Charged Off,2026-03-13 13:00:00
REQ-00273,11800,60 months,15.92,253.16,B,1 year,MORTGAGE,60896.0,Verified,debt_consolidation,14.83,0,716,63.73,Fully Paid,2026-05-20 19:00:00
REQ-00274,18900,36 months,13.57,619.39,B,7 years,MORTGAGE,60200.0,Verified,credit_card,44.15,1,703,73.93,Charged Off,2026-04-07 16:00:00
REQ-00275,9900,36 months,9.91,307.54,A,10+ years,MORTGAGE,52138.0,Verified,other,16.31,0,750,,Fully Paid,2026-04-12 11:00:00
REQ-00276,7900,36 months,19.47,281.54,D,10+ years,MORTGAGE,96481.0,Verified,debt_consolidation,6.21,0,702,46.53,Charged Off,2026-04-06 12:00:00
REQ-00277,13600,36 months,20.31,476.86,D,< 1 year,MORTGAGE,116675.0,Verified,debt_consolidation,13.23,1,702,30.1,Fully Paid,2026-05-05 17:00:00
REQ-00278,14700,36 months,9.87,473.43,B,2 years,MORTGAGE,55100.0,Not Verified,credit_card,24.24,1,718,32.1,Fully Paid,2026-03-08 22:00:00
REQ-00279,9100,36 months,17.79,328.03,D,10+ years,MORTGAGE,108900.0,Verified,credit_card,21.95,0,686,60.3,Fully Paid,2026-03-07 02:00:00
REQ-00280,25100,36 months,13.43,832.84,B,9 years,MORTGAGE,85781.0,Not Verified,debt_consolidation,12.0,0,716,36.8,Fully Paid,2026-03-23 14:00:00
REQ-00281,34200,36 months,19.16,1213.54,E,10+ years,MORTGAGE,167969.0,Source Verified,debt_consolidation,24.37,1,688,84.33,Charged Off,2026-04-11 06:00:00
REQ-00282,22400,36 months,18.4,769.94,D,8 years,MORTGAGE,65167.0,Not Verified,credit_card,5.0,0,690,52.63,Fully Paid,2026-05-03 18:00:00
REQ-00283,3200,36 months,7.79,96.32,B,,RENT,24904.0,Not Verified,debt_consolidation,13.16,1,765,52.33,Fully Paid,2026-04-06 16:00:00
REQ-00284,5800,36 months,12.04,185.9,C,2 years,RENT,137958.0,Not Verified,debt_consolidation,17.49,0,723,73.33,Fully Paid,2026-04-08 21:00:00
REQ-00285,34300,36 months,18.04,1148.12,B,2 years,OWN,91190.0,Verified,major_purchase,32.22,0,721,47.23,Fully Paid,2026-05-21 06:00:00
REQ-00286,6400,60 months,8.31,129.19,A,3 years,MORTGAGE,89888.0,Source Verified,debt_consolidation,27.46,0,742,68.07,Fully Paid,2026-03-09 22:00:00
REQ-00287,21400,60 months,15.89,485.71,C,9 years,MORTGAGE,76562.0,Source Verified,debt_consolidation,14.13,0,689,58.0,Fully Paid,2026-04-14 09:00:00
REQ-00288,5000,36 months,16.88,170.6,D,,RENT,86362.0,Not Verified,debt_consolidation,30.85,0,668,23.9,Fully Paid,2026-04-14 05:00:00
REQ-00289,6600,60 months,13.85,144.65,B,8 years,OWN,62440.0,Verified,small_business,22.41,0,722,62.33,Fully Paid,2026-04-07 07:00:00
REQ-00290,8900,36 months,25.18,333.85,F,2 years,MORTGAGE,17388.0,Source Verified,debt_consolidation,8.56,0,667,63.8,Fully Paid,2026-05-06 19:00:00
REQ-00291,16700,60 months,14.41,379.21,C,2 years,MORTGAGE,98250.0,Source Verified,other,10.79,0,684,49.8,Fully Paid,2026-03-26 05:00:00
REQ-00292,40000,60 months,21.46,971.87,D,10+ years,RENT,83867.0,Verified,medical,9.84,0,690,55.43,Fully Paid,2026-05-19 15:00:00
REQ-00293,7000,36 months,15.5,239.24,C,< 1 year,RENT,97688.0,Not Verified,debt_consolidation,17.92,0,713,67.8,Fully Paid,2026-03-25 00:00:00
REQ-00294,12800,60 months,10.29,255.21,A,10+ years,MORTGAGE,60112.0,Not Verified,debt_consolidation,19.34,0,743,69.5,Fully Paid,2026-04-14 08:00:00
REQ-00295,8300,36 months,16.8,282.87,C,10+ years,MORTGAGE,69300.0,Not Verified,debt_consolidation,14.8,1,723,103.3,Charged Off,2026-04-18 13:00:00
REQ-00296,33300,60 months,18.21,761.26,C,4 years,MORTGAGE,23908.0,Not Verified,credit_card,5.9,0,720,41.97,Fully Paid,2026-05-12 11:00:00
REQ-00297,11700,60 months,20.44,296.72,D,1 year,MORTGAGE,43269.0,Verified,debt_consolidation,9.55,0,675,61.83,Fully Paid,2026-04-12 08:00:00
REQ-00298,13800,36 months,12.95,454.74,B,10+ years,RENT,59906.0,Not Verified,credit_card,12.81,0,703,72.8,Fully Paid,2026-03-26 18:00:00
REQ-00299,5900,36 months,13.93,201.45,C,10+ years,RENT,57000.0,Not Verified,debt_consolidation,16.94,1,688,2.6,Fully Paid,2026-03-07 14:00:00
REQ-00300,17300,36 months,9.86,541.0,A,10+ years,RENT,94692.0,Verified,other,25.39,1,734,39.27,Fully Paid,2026-04-03 10:00:00
REQ-00301,8000,36 months,15.3,261.15,C,1 year,RENT,45256.0,Verified,credit_card,7.92,0,712,68.6,Fully Paid,2026-05-05 20:00:00
REQ-00302,9500,36 months,14.21,325.66,C,10+ years,RENT,100700.0,Not Verified,credit_card,21.19,0,711,54.6,Fully Paid,2026-03-06 05:00:00
REQ-00303,4900,60 months,23.89,126.81,D,5 years,MORTGAGE,33646.0,Source Verified,debt_consolidation,7.64,1,674,65.77,Fully Paid,2026-05-12 22:00:00
REQ-00304,26500,36 months,9.82,816.06,A,< 1 year,RENT,33950.0,Not Verified,home_improvement,16.71,0,769,62.3,Fully Paid,2026-04-13 19:00:00
REQ-00305,5600,36 months,17.93,200.86,D,1 year,OWN,88223.0,Not Verified,credit_card,13.6,0,694,45.97,Fully Paid,2026-03-10 18:00:00
REQ-00306,20800,36 months,18.56,742.2,E,3 years,RENT,76312.0,Source Verified,credit_card,38.43,1,697,62.4,Fully Paid,2026-03-24 22:00:00
REQ-00307,11700,36 months,22.83,433.8,F,7 years,RENT,104038.0,Verified,debt_consolidation,13.3,0,676,29.7,Fully Paid,2026-04-13 22:00:00
REQ-00308,11300,36 months,20.19,412.44,D,3 years,RENT,54281.0,Verified,debt_consolidation,22.55,0,675,34.3,Fully Paid,2026-03-23 03:00:00
REQ-00309,10800,36 months,12.01,356.19,B,10+ years,MORTGAGE,130131.0,Verified,credit_card,37.15,0,708,55.57,Fully Paid,2026-03-15 14:00:00
REQ-00310,6000,60 months,19.88,147.12,D,10+ years,MORTGAGE,29981.0,Source Verified,debt_consolidation,17.92,0,671,44.27,Fully Paid,2026-04-23 14:00:00
REQ-00311,13600,36 months,11.86,425.3,A,7 years,RENT,102167.0,Verified,small_business,7.29,0,742,48.43,Fully Paid,2026-04-29 19:00:00
REQ-00312,20800,36 months,11.02,676.25,B,2 years,MORTGAGE,62765.0,Not Verified,debt_consolidation,36.86,0,716,62.87,Charged Off,2026-03-15 12:00:00
REQ-00313,3600,36 months,13.46,119.5,C,7 years,RENT,48000.0,Not Verified,debt_consolidation,10.63,0,706,53.0,Fully Paid,2026-03-24 13:00:00
REQ-00314,18100,60 months,15.5,425.86,C,7 years,MORTGAGE,47533.0,Source Verified,debt_consolidation,11.12,0,704,51.33,Fully Paid,2026-03-18 19:00:00
REQ-00315,13700,36 months,12.48,435.53,C,5 years,OWN,119156.0,Not Verified,medical,18.03,0,720,90.47,Fully Paid,2026-04-25 22:00:00
REQ-00316,25300,36 months,18.43,869.99,C,1 year,RENT,60333.0,Verified,debt_consolidation,21.06,0,697,89.83,Fully Paid,2026-05-01 10:00:00
